seed,target_pdp,snr_db,method,ber,shared_source,adaptation_blocks,adaptation_epochs,adaptation_optimizer,training_optimizer,learning_rate,optimizer_momentum,particular_initialisation,rho,sigma,iadmm_iterations
2026,7,2.0,algorithm1_particular_adaptation,0.3187265396118164,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,4.0,algorithm1_particular_adaptation,0.2698373794555664,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,6.0,algorithm1_particular_adaptation,0.2239637374877929,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,8.0,algorithm1_particular_adaptation,0.1793966293334961,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,10.0,algorithm1_particular_adaptation,0.1442117691040039,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,12.0,algorithm1_particular_adaptation,0.1172380447387695,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,14.0,algorithm1_particular_adaptation,0.0972719192504882,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,16.0,algorithm1_particular_adaptation,0.083597183227539,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,18.0,algorithm1_particular_adaptation,0.0747308731079101,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2026,7,20.0,algorithm1_particular_adaptation,0.0700139999389648,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,0.0,algorithm1_particular_adaptation,0.3627405166625976,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,2.0,algorithm1_particular_adaptation,0.3196077346801758,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,4.0,algorithm1_particular_adaptation,0.2712936401367187,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,6.0,algorithm1_particular_adaptation,0.2222537994384765,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,8.0,algorithm1_particular_adaptation,0.1780757904052734,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,10.0,algorithm1_particular_adaptation,0.1421747207641601,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,12.0,algorithm1_particular_adaptation,0.1147794723510742,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,14.0,algorithm1_particular_adaptation,0.0934810638427734,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,16.0,algorithm1_particular_adaptation,0.0803966522216796,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,18.0,algorithm1_particular_adaptation,0.0717782974243164,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,6,20.0,algorithm1_particular_adaptation,0.0677862167358398,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,0.0,algorithm1_particular_adaptation,0.3618488311767578,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,2.0,algorithm1_particular_adaptation,0.3160848617553711,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,4.0,algorithm1_particular_adaptation,0.268437385559082,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,6.0,algorithm1_particular_adaptation,0.2213029861450195,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,8.0,algorithm1_particular_adaptation,0.1772298812866211,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,10.0,algorithm1_particular_adaptation,0.1416664123535156,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,12.0,algorithm1_particular_adaptation,0.1136674880981445,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,14.0,algorithm1_particular_adaptation,0.0949745178222656,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,16.0,algorithm1_particular_adaptation,0.0817451477050781,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,18.0,algorithm1_particular_adaptation,0.0733823776245117,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
2027,7,20.0,algorithm1_particular_adaptation,0.0676174163818359,Algorithm1_iADMM_PDP0_to_PDP5,2048,20,SGD,,0.01,0.0,historical_mean,1200.0,20.0,5000.0
