method,support_size,target_pdp,snr_db,seed_count,mean_ber,std_ber,min_ber,max_ber
joint_no_adaptation,0,6,4.0,3,0.3221092224121094,0.0010796570480923486,0.3209857940673828,0.3235664367675781
joint_no_adaptation,0,6,6.0,3,0.2835226058959961,0.0003053823407798969,0.2831068038940429,0.2838315963745117
joint_no_adaptation,0,6,8.0,3,0.24828402201334634,0.0008903339612932747,0.2471637725830078,0.2493419647216797
joint_no_adaptation,0,6,10.0,3,0.21685218811035148,0.0005711391915003595,0.2163171768188476,0.2176437377929687
joint_no_adaptation,0,6,12.0,3,0.194066047668457,0.0004036878335960529,0.1935329437255859,0.1945095062255859
joint_no_adaptation,0,6,14.0,3,0.1746206283569336,0.00037279843443650986,0.1741046905517578,0.1749725341796875
joint_no_adaptation,0,6,16.0,3,0.16276836395263666,0.0007197821760139428,0.1619997024536132,0.1637306213378906
joint_no_adaptation,0,6,18.0,3,0.15392812093098954,0.0003670133413947214,0.1534948348999023,0.1543922424316406
joint_no_adaptation,0,6,20.0,3,0.15127754211425778,0.0003565322199022374,0.1509218215942382,0.1517648696899414
joint_no_adaptation,0,7,0.0,3,0.39425404866536456,0.0005993984488477797,0.3936109542846679,0.3950538635253906
joint_no_adaptation,0,7,2.0,3,0.36085669199625653,0.0008140045897534051,0.3597183227539062,0.3615741729736328
joint_no_adaptation,0,7,4.0,3,0.32323964436848956,0.0019469493117985222,0.3204975128173828,0.3248262405395508
joint_no_adaptation,0,7,6.0,3,0.28848107655843097,0.0006280220334357592,0.287663459777832,0.2891902923583984
joint_no_adaptation,0,7,8.0,3,0.2520987192789714,0.001931138816320064,0.2497415542602539,0.2544717788696289
joint_no_adaptation,0,7,10.0,3,0.22393894195556638,0.0018723249292227477,0.2213916778564453,0.2258386611938476
joint_no_adaptation,0,7,12.0,3,0.20047887166341147,0.0005108611361748771,0.1998796463012695,0.2011280059814453
joint_no_adaptation,0,7,14.0,3,0.18364016215006507,0.0006286888119459872,0.1827516555786132,0.184112548828125
joint_no_adaptation,0,7,16.0,3,0.1716823577880859,0.0007593643347163726,0.1709880828857422,0.172739028930664
joint_no_adaptation,0,7,18.0,3,0.1641467412312825,0.0010557728417559928,0.1629352569580078,0.1655082702636718
joint_no_adaptation,0,7,20.0,3,0.15837287902832028,0.00021081739592986455,0.1580772399902343,0.1585540771484375
joint_particular_adaptation,64,6,0.0,3,0.3889624277750651,0.0001530507801972799,0.3888225555419922,0.3891754150390625
joint_particular_adaptation,64,6,2.0,3,0.35448646545410156,0.0008793301272147357,0.3538236618041992,0.3557291030883789
joint_particular_adaptation,64,6,4.0,3,0.31790002187093097,0.0012428803189445084,0.31696224212646484,0.3196563720703125
joint_particular_adaptation,64,6,6.0,3,0.2820746103922526,0.0004037323897852115,0.2817564010620117,0.28264427185058594
joint_particular_adaptation,64,6,8.0,3,0.24819342295328775,0.0006859671514980905,0.2472381591796875,0.24881744384765625
joint_particular_adaptation,64,6,10.0,3,0.22055689493815103,0.0007156194539185055,0.21959209442138672,0.22130393981933594
