seed,target_pdp,snr_db,method,ber,shared_source,adaptation_blocks,adaptation_epochs,adaptation_optimizer,training_optimizer,learning_rate,support_size,rho,sigma,iadmm_iterations
2026,7,2.0,algorithm1_particular_adaptation,0.3222894668579101,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,4.0,algorithm1_particular_adaptation,0.2742462158203125,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,6.0,algorithm1_particular_adaptation,0.227914810180664,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,8.0,algorithm1_particular_adaptation,0.1839628219604492,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,10.0,algorithm1_particular_adaptation,0.1477279663085937,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,12.0,algorithm1_particular_adaptation,0.1214303970336914,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,14.0,algorithm1_particular_adaptation,0.1008386611938476,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,16.0,algorithm1_particular_adaptation,0.0868873596191406,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,18.0,algorithm1_particular_adaptation,0.0781488418579101,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,20.0,algorithm1_particular_adaptation,0.0733938217163086,Algorithm1_iADMM_PDP0_to_PDP5,512,20,SGD,nan,0.01,512,1200.0,20.0,5000.0
2026,7,0.0,joint_particular_adaptation,0.3919687271118164,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,2.0,joint_particular_adaptation,0.3593196868896484,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,4.0,joint_particular_adaptation,0.3206701278686523,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,6.0,joint_particular_adaptation,0.2850246429443359,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,8.0,joint_particular_adaptation,0.2477121353149414,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,10.0,joint_particular_adaptation,0.2189245223999023,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,12.0,joint_particular_adaptation,0.1981315612792968,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,14.0,joint_particular_adaptation,0.1812210083007812,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,16.0,joint_particular_adaptation,0.1687221527099609,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,18.0,joint_particular_adaptation,0.1609449386596679,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,20.0,joint_particular_adaptation,0.1563863754272461,ordinary_joint_training_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,nan,nan,nan
2026,7,0.0,algorithm1_particular_adaptation,0.3637971878051758,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,2.0,algorithm1_particular_adaptation,0.3211545944213867,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,4.0,algorithm1_particular_adaptation,0.2726192474365234,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
