layer_name,parameter_group,parameter_count,delta_l2,relative_delta_l2,maximum_absolute_delta,seed,target_pdp,support_size,method
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,6,64,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,6,64,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,6,64,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,6,64,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
decoder_conv_1,particular,102656,0.05505014583468437,0.004825600421359926,0.0016493536531925201,2027,6,128,joint_particular_adaptation
decoder_res1_input,particular,163968,0.06165196746587753,0.0046297941037109274,0.0015741996467113495,2027,6,128,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.08459129184484482,0.007144372988841257,0.0024560801684856415,2027,6,128,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,6,128,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.12947382032871246,0.011344695589650068,0.007454093545675278,2027,6,128,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.2795999348163605,0.020990523696708032,0.0057406239211559296,2027,6,128,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.3954007029533386,0.033385097325092025,0.014990746974945068,2027,6,128,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,6,128,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
decoder_conv_1,particular,102656,0.033605996519327164,0.002945843439740911,0.0009999275207519531,2027,6,256,joint_particular_adaptation
decoder_res1_input,particular,163968,0.03330371156334877,0.0025009636150382483,0.0011106207966804504,2027,6,256,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.0440155453979969,0.0037174449848495755,0.0014043822884559631,2027,6,256,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,6,256,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.05582217872142792,0.004891225292787642,0.0024257898330688477,2027,6,256,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.07361117750406265,0.005526242939779099,0.0024613626301288605,2027,6,256,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.08854049444198608,0.007475791019284824,0.0036161281168460846,2027,6,256,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,6,256,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
decoder_conv_1,particular,102656,0.09602782875299454,0.008417633120978383,0.0022458992898464203,2027,7,64,joint_particular_adaptation
decoder_res1_input,particular,163968,0.09797356277704239,0.007357387637560074,0.0016213767230510712,2027,7,64,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.125900000333786,0.01063320516879684,0.003449544310569763,2027,7,64,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,7,64,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.16525934636592865,0.014480278508088784,0.005680903792381287,2027,7,64,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.3708514869213104,0.02784108991046046,0.005277527496218681,2027,7,64,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.5039068460464478,0.04254665955924238,0.01865004003047943,2027,7,64,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,7,64,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
decoder_conv_1,particular,102656,0.053044889122247696,0.004649823091622636,0.0012201499193906784,2027,7,128,joint_particular_adaptation
decoder_res1_input,particular,163968,0.059413205832242966,0.004461672860593223,0.0016803741455078125,2027,7,128,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.08128537237644196,0.006865163140661343,0.0022132880985736847,2027,7,128,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,7,128,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.11162721365690231,0.009780948420640296,0.006828278303146362,2027,7,128,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.24851052463054657,0.018656535308439578,0.0053641535341739655,2027,7,128,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.36453044414520264,0.030778610824024725,0.013951826840639114,2027,7,128,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,7,128,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
decoder_conv_1,particular,102656,0.029681090265512466,0.002601792956585365,0.001201435923576355,2027,7,256,joint_particular_adaptation
decoder_res1_input,particular,163968,0.03142526000738144,0.0023599000886757263,0.0011091232299804688,2027,7,256,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.03974393755197525,0.003356675465334319,0.0010744575411081314,2027,7,256,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,7,256,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.04240460693836212,0.00371555698359044,0.0011441968381404877,2027,7,256,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.04212498292326927,0.00316246658946848,0.0013993661850690842,2027,7,256,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.042134594172239304,0.0035575746747204587,0.0015884600579738617,2027,7,256,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2027,7,256,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
decoder_conv_1,particular,102656,0.09886195510625839,0.00866625102011856,0.0031259236857295036,2028,6,64,joint_particular_adaptation
decoder_res1_input,particular,163968,0.1036868765950203,0.007786552503395536,0.002113073132932186,2028,6,64,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.13202343881130219,0.01115060568063238,0.003905203193426132,2028,6,64,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,6,64,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.21679508686065674,0.01899587662204556,0.007439428940415382,2028,6,64,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.4584009647369385,0.03441368192798395,0.006486063823103905,2028,6,64,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.5853354334831238,0.049421696192760906,0.01979827508330345,2028,6,64,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,6,64,algorithm1_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
decoder_conv_1,particular,102656,0.05976065248250961,0.005238626071908569,0.0014732778072357178,2028,6,128,joint_particular_adaptation
decoder_res1_input,particular,163968,0.061634328216314316,0.004628540741393045,0.001918889582157135,2028,6,128,joint_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
decoder_res1_conv2,particular,82048,0.08191835880279541,0.006918766283008945,0.0026892125606536865,2028,6,128,joint_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
pred_logits_full,shared,97,0.0,0.0,0.0,2028,6,128,joint_particular_adaptation
encoder_conv_1,shared,1536,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
encoder_conv_2,shared,98432,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
encoder_conv_3,shared,24640,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
encoder_conv_4,shared,386,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
channel_est_conv_1,shared,2816,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
channel_est_conv_2,shared,98432,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
channel_est_conv_3,shared,24640,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
channel_est_conv_4,shared,6176,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
channel_est_conv_5,shared,291,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
channel_est_dense_1,shared,40900,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
estimated_channel,shared,4040,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
decoder_conv_1,particular,102656,0.1276795119047165,0.011187450280475625,0.006662871688604355,2028,6,128,algorithm1_particular_adaptation
decoder_res1_input,particular,163968,0.2610732316970825,0.019599634046778596,0.005153496749699116,2028,6,128,algorithm1_particular_adaptation
decoder_res1_conv1,shared,82048,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
decoder_res1_conv2,particular,82048,0.3703916370868683,0.03127332109644842,0.012086208909749985,2028,6,128,algorithm1_particular_adaptation
decoder_res2_input,shared,41024,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
decoder_res2_conv1,shared,20544,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
decoder_res2_conv2,shared,12352,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
decoder_conv_final,shared,6176,0.0,0.0,0.0,2028,6,128,algorithm1_particular_adaptation
